Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,fi
Trogon violaceus,Violaceous Trogon,viotro2,321838751,FALSE,pikkutrogoni
Trogon curucui,Blue-crowned Trogon,blctro1,204019411,FALSE,alankotrogoni
Trogon aurantius,Northern Surucua Trogon,,,FALSE,liusketrogoni (aurantius)
Trogon surrucura,Southern Surucua Trogon,surtro1,25849791,FALSE,liusketrogoni
Trogon rufus,Black-throated Trogon,bkttro6,203954121,FALSE,viheltäjätrogoni
Trogon elegans,Elegant Trogon,eletro2,63858501,TRUE,
Trogon ambiguus,Coppery-tailed Trogon,eletro1,255097111,FALSE,
Trogon mexicanus,Mountain Trogon,moutro1,612575312,FALSE,vuoritrogoni
Trogon collaris,Collared Trogon,coltro1,389248371,FALSE,käkitrogoni
Trogon personatus,Masked Trogon,mastro1,382920941,FALSE,naamiotrogoni
UPUPIDAE,Hoopoe,,,FALSE,
Upupa epops,Hoopoe,hoopoe,203693781,TRUE,harjalintu
Upupa marginata,Madagascar Hoopoe,madhoo1,501787911,FALSE,
†Upupa antaios,St Helena Hoopoe,,,FALSE,
PHOENICULIDAE,Woodhoopoes,,,FALSE,
Phoeniculus purpureus,Green Woodhoopoe,grewoo2,628184519,FALSE,vihersäihkyjä
Phoeniculus damarensis,Violet Woodhoopoe,viowoo1,338184971,FALSE,violettisäihkyjä
Phoeniculus somaliensis,Black-billed Woodhoopoe,blbwoo2,33721031,FALSE,abessiniansäihkyjä
Phoeniculus bollei,White-headed Woodhoopoe,whhwoo1,6668,FALSE,valkopääsäihkyjä
Rhinopomastus castaneiceps,Forest Scimitarbill,forwoo1,203959971,FALSE,ruskopääsäihkyjä
Rhinopomastus aterrimus,Black Scimitarbill,blsbil1,627770054,FALSE,mustasäihkyjä
Rhinopomastus cyanomelas,Common Scimitarbill,cosbil1,37848,FALSE,sirppisäihkyjä
Rhinopomastus minor,Abyssinian Scimitarbill,absbil1,33655491,FALSE,pikkusirppisäihkyjä
BUCEROTIFORMES,,,,FALSE,
BUCEROTIDAE,Hornbills,,,FALSE,
Bucorvus leadbeateri,Southern Ground Hornbill,soghor1,6676,FALSE,etelänkalkkunasarvekas
Bucorvus abyssinicus,Northern Ground Hornbill,noghor1,618641941,FALSE,kalkkunasarvekas
Lophoceros pallidirostris,Pale-billed Hornbill,pabhor1,612782734,FALSE,vaaleanokkatoko
Lophoceros nasutus,African Grey Hornbill,afghor1,6702,FALSE,harmaatoko
Lophoceros semifasciatus,Western African Pied Hornbill,afphor2,203911871,FALSE,
Lophoceros fasciatus,African Pied Hornbill,afphor3,181157,FALSE,kirjotoko
Lophoceros hemprichii,Hemprich's Hornbill,hemhor1,33651961,FALSE,kalliotoko
Lophoceros camurus,Dwarf Hornbill,rbdhor1,203923401,FALSE,pikkutoko
Lophoceros alboterminatus,Crowned Hornbill,crohor1,6686,FALSE,kruunutoko
CORACIIFORMES,,,,FALSE,
MEROPIDAE,Bee-eaters,,,FALSE,
Nyctyornis amictus,Red-bearded Bee-eater,rbbeat1,191897371,FALSE,puna-ampiaissyöjä
Nyctyornis athertoni,Blue-bearded Bee-eater,bbbeat1,239667,FALSE,siniampiaissyöjä
Meropogon forsteni,Purple-bearded Bee-eater,pbbeat1,203990511,FALSE,celebesinampiaissyöjä
Merops bullockoides,White-fronted Bee-eater,wfbeat1,63115361,FALSE,jokimehiläissyöjä
Merops bulocki,Red-throated Bee-eater,rtbeat1,203943561,FALSE,rotkomehiläissyöjä
Merops breweri,Black-headed Bee-eater,bhbeat1,,FALSE,huppumehiläissyöjä
Merops albicollis,White-throated Bee-eater,wtbeat1,1187,FALSE,aavikkomehiläissyöjä
Merops revoilii,Somali Bee-eater,sobeat1,625923994,FALSE,somalianmehiläissyöjä
Merops malimbicus,Rosy Bee-eater,robeat1,626033020,FALSE,ruusumehiläissyöjä
Merops nubicus,Northern Carmine Bee-eater,ncbeat1,21612541,FALSE,punamehiläissyöjä
Merops nubicoides,Southern Carmine Bee-eater,scbeat1,609054295,FALSE,karmiinimehiläissyöjä
Merops viridissimus,African Green Bee-eater,grnbee1,628196764,FALSE,sahelinmehiläissyöjä
Merops cyanophrys,Arabian Green Bee-eater,grnbee2,439853401,FALSE,arabianmehiläissyöjä
Merops orientalis,Asian Green Bee-eater,grnbee3,122658941,TRUE,pikkumehiläissyöjä
Merops leschenaulti,Chestnut-headed Bee-eater,chbeat1,290862201,FALSE,kastanjamehiläissyöjä
Merops viridis,Blue-throated Bee-eater,btbeat2,282877,FALSE,indonesianmehiläissyöjä
Merops americanus,Rufous-crowned Bee-eater,rucbee1,203997741,FALSE,
Merops philippinus,Blue-tailed Bee-eater,btbeat1,634664414,FALSE,safiirimehiläissyöjä
Merops superciliosus,Olive Bee-eater,mabeat1,204011661,FALSE,naamiomehiläissyöjä
Merops persicus,Blue-cheeked Bee-eater,bcbeat1,447402391,FALSE,vihermehiläissyöjä
Merops apiaster,European Bee-eater,eubeat1,444498231,TRUE,mehiläissyöjä
Merops ornatus,Rainbow Bee-eater,rabeat1,593916291,FALSE,australianmehiläissyöjä
Merops boehmi,Böhm's Bee-eater,bobeat1,645432388,FALSE,puistomehiläissyöjä
Merops hirundineus,Swallow-tailed Bee-eater,stbeat1,203942221,FALSE,haaramehiläissyöjä
Merops lafresnayii,Ethiopian Bee-eater,bubbee2,276376,FALSE,ylänkömehiläissyöjä
Merops oreobates,Cinnamon-chested Bee-eater,ccbeat1,6644,FALSE,kanelimehiläissyöjä
Merops variegatus,Blue-breasted Bee-eater,bbbeat2,310684,FALSE,savannimehiläissyöjä
Merops pusillus,Little Bee-eater,libeat1,612147780,FALSE,kääpiömehiläissyöjä
Merops gularis,Black Bee-eater,blbeat1,537193,FALSE,mustamehiläissyöjä
Merops muelleri,Blue-headed Bee-eater,bhbeat2,51562,FALSE,sinimehiläissyöjä
Merops mentalis,Blue-moustached Bee-eater,bumbee1,438187741,FALSE,indigomehiläissyöjä
ALCEDINIDAE,Kingfishers,,,FALSE,
Ispidina lecontei,African Dwarf-kingfisher,dwakin1,467462651,FALSE,kääpiökalastaja
Ispidina picta,African Pygmy-kingfisher,afpkin1,1431,FALSE,afrikanpikkukalastaja
Corythornis madagascariensis,Madagascar Pygmy-kingfisher,mapkin1,203930271,FALSE,madagaskarinpikkukalastaja
Corythornis leucogaster,White-bellied Kingfisher,whbkin1,581006121,FALSE,valkovatsakalastaja
Corythornis cristatus,Malachite Kingfisher,malkin1,276879,FALSE,malakiittikalastaja
Corythornis thomensis,Sao Tome Kingfisher,,,FALSE,malakiittikalastaja (thomensis)
Corythornis nais,Principe Kingfisher,,,FALSE,malakiittikalastaja (nais)
Corythornis vintsioides,Madagascar Kingfisher,malkin2,97533,FALSE,madagaskarinkalastaja
Ceyx sangirensis,Sangihe Dwarf-kingfisher,suldwk1,,FALSE,
Ceyx fallax,Sulawesi Dwarf-kingfisher,sulkin1,33100,FALSE,celebesinpikkukalastaja
Ceyx melanurus,North Philippine Dwarf-kingfisher,phikin1,609063083,FALSE,filippiinienpikkukalastaja
Ceyx mindanensis,South Philippine Dwarf-kingfisher,,,FALSE,filippiinienpikkukalastaja (mindanensis)
Ceyx erithaca,Oriental Dwarf-kingfisher,bkbkin1,204006891,FALSE,kolmivarvaskalastaja
Ceyx margarethae,Dimorphic Dwarf-kingfisher,vardwk1,609099560,FALSE,
Ceyx lepidus,Moluccan Dwarf-kingfisher,varkin1,606137941,FALSE,melanesianpikkukalastaja
Ceyx wallaci,Sula Dwarf-kingfisher,vardwk2,203903131,FALSE,
Ceyx cajeli,Buru Dwarf-kingfisher,vardwk5,,FALSE,
Ceyx solitarius,New Guinea Dwarf-kingfisher,vardwk6,609065462,FALSE,
Ceyx dispar,Manus Dwarf-kingfisher,vardwk7,644576320,FALSE,
Ceyx mulcatus,New Ireland Dwarf-kingfisher,vardwk8,,FALSE,
Ceyx sacerdotis,New Britain Dwarf-kingfisher,vardwk9,651187417,FALSE,
Ceyx meeki,North Solomons Dwarf-kingfisher,nosdwk1,,FALSE,
Ceyx collectoris,New Georgia Dwarf-kingfisher,vardwk11,103101561,FALSE,
Ceyx nigromaxilla,Guadalcanal Dwarf-kingfisher,guadwk1,,FALSE,
Ceyx gentianus,San Cristobal Dwarf-kingfisher,vardwk15,247074,FALSE,
Ceyx cyanopectus,Northern Indigo-banded Kingfisher,inbkin2,280894251,FALSE,jokikalastaja
Ceyx nigrirostris,Southern Indigo-banded Kingfisher,,,FALSE,
Ceyx flumenicola,Northern Silvery Kingfisher,norsik1,,FALSE,
Ceyx argentatus,Southern Silvery Kingfisher,silkin1,212018881,FALSE,hopeakalastaja
Ceyx pusillus,Little Kingfisher,litkin1,548592231,FALSE,australianpikkukalastaja
Ceyx azureus,Azure Kingfisher,azukin1,186832241,FALSE,papuansinikalastaja
Ceyx websteri,Bismarck Kingfisher,biskin1,,FALSE,bismarckinkalastaja
Alcedo peninsulae,Malay Blue-banded Kingfisher,bubkin1,472723611,FALSE,
Alcedo euryzona,Javan Blue-banded Kingfisher,bubkin2,113792261,FALSE,
Alcedo meninting,Blue-eared Kingfisher,blekin1,282838,FALSE,sinikorvakalastaja
Alcedo hercules,Blyth's Kingfisher,blykin1,203909731,FALSE,isokuningaskalastaja
Alcedo quadribrachys,Shining-blue Kingfisher,shbkin1,141050,FALSE,hohtosinikalastaja
Alcedo semitorquata,Half-collared Kingfisher,hackin1,280481,FALSE,koskikalastaja
Alcedo atthis,Common Kingfisher,comkin1,105980931,TRUE,kuningaskalastaja
Alcedo coerulescens,Cerulean Kingfisher,smbkin1,525812111,FALSE,jaavansinikalastaja
Megaceryle lugubris,Crested Kingfisher,crekin1,305778881,FALSE,aasiankeisarikalastaja
Megaceryle maxima,Giant Kingfisher,giakin3,144961051,FALSE,afrikankeisarikalastaja
Megaceryle torquata,Ringed Kingfisher,rinkin1,211555,FALSE,isosepelkalastaja
Megaceryle alcyon,Belted Kingfisher,belkin1,343599271,TRUE,sepelkalastaja
Ceryle rudis,Pied Kingfisher,piekin1,477687111,FALSE,kirjokalastaja
Chloroceryle amazona,Amazon Kingfisher,amakin1,389217081,TRUE,isoviherkalastaja
Chloroceryle aenea,American Pygmy-kingfisher,ampkin1,166972431,FALSE,pikkuviherkalastaja
Chloroceryle americana,Green Kingfisher,grnkin,140665411,FALSE,viherkalastaja
Chloroceryle inda,Green-and-rufous Kingfisher,garkin1,385203321,FALSE,ruostekalastaja
Lacedo pulchella,Banded Kingfisher,bankin1,203489671,FALSE,tiikerikalastaja
Lacedo melanops,Black-faced Kingfisher,,,FALSE,
Pelargopsis capensis,Stork-billed Kingfisher,stbkin1,613592670,TRUE,sulttaanikalastaja
Pelargopsis melanorhyncha,Black-billed Kingfisher,blbkin1,203909221,FALSE,mustanokkakalastaja
Pelargopsis amauroptera,Brown-winged Kingfisher,bnwkin1,70212,FALSE,ruhtinaskalastaja
Halcyon coromanda,Ruddy Kingfisher,rudkin1,203905261,FALSE,punakalastaja
Halcyon smyrnensis,White-breasted Kingfisher,whtkin2,242693721,TRUE,smyrnankalastaja
Halcyon gularis,White-throated Kingfisher,bnbkin1,369087511,TRUE,
Halcyon cyanoventris,Javan Kingfisher,javkin1,524297621,FALSE,jaavankalastaja
Halcyon badia,Chocolate-backed Kingfisher,chbkin2,1067,FALSE,kaakaokalastaja
Halcyon pileata,Black-capped Kingfisher,blckin1,383052321,FALSE,mustapääkalastaja
Halcyon leucocephala,Grey-headed Kingfisher,gyhkin1,615591645,FALSE,harmaapääkalastaja
Halcyon albiventris,Brown-hooded Kingfisher,brhkin1,615247813,FALSE,savupääkalastaja
Halcyon chelicuti,Striped Kingfisher,strkin1,6591,FALSE,viirukalastaja
Halcyon malimbica,Blue-breasted Kingfisher,blbkin4,203942391,FALSE,sinirintakalastaja
Halcyon senegalensis,Woodland Kingfisher,wookin1,1034,FALSE,afrikanmetsäkalastaja
Halcyon senegaloides,Mangrove Kingfisher,mankin2,220826931,FALSE,mangrovekalastaja
Caridonax fulgidus,White-rumped Kingfisher,whrkin1,373446651,FALSE,loistokalastaja
Actenoides monachus,Blue-headed Kingfisher,grbkin1,204014651,FALSE,erakkokalastaja
Actenoides capucinus,Black-headed Kingfisher,,,FALSE,
Actenoides princeps,Scaly-breasted Kingfisher,scakin1,622393951,FALSE,prinssikalastaja
Actenoides regalis,Plain-backed Kingfisher,,,FALSE,prinssikalastaja (regalis)
Actenoides bougainvillei,Bougainville Moustached Kingfisher,moukin2,634651486,FALSE,viiksikalastaja
Actenoides excelsus,Guadalcanal Moustached Kingfisher,,,FALSE,
CORACIIDAE,Rollers,,,FALSE,
Coracias naevius,Purple Roller,rucrol2,69118,FALSE,viirusininärhi
Coracias benghalensis,Indian Roller,indrol2,140143691,FALSE,intiansininärhi
Coracias affinis,Indochinese Roller,indrol3,587090711,FALSE,
Coracias temminckii,Purple-winged Roller,puwrol1,203909111,FALSE,celebesinsininärhi
Coracias spatulatus,Racquet-tailed Roller,ratrol2,511191651,FALSE,viirisininärhi
Coracias caudatus,Lilac-breasted Roller,librol2,94649,FALSE,savannisininärhi
Coracias abyssinicus,Abyssinian Roller,abyrol2,203974501,FALSE,abessiniansininärhi
Coracias garrulus,European Roller,eurrol1,609247056,TRUE,sininärhi
Coracias cyanogaster,Blue-bellied Roller,blbrol1,583151251,FALSE,vaaleasininärhi
Eurystomus gularis,Blue-throated Roller,bltrol1,203972561,FALSE,guineansininärhi
Eurystomus glaucurus,Cinnamon Roller,brbrol1,85882,FALSE,afrikansininärhi
Eurystomus orientalis,Oriental Dollarbird,dollar1,615903966,FALSE,aasiansininärhi
Eurystomus azureus,Azure Dollarbird,purrol1,204013681,FALSE,molukkiensininärhi
BRACHYPTERACIIDAE,Ground-rollers,,,FALSE,
Brachypteracias leptosomus,Short-legged Ground-roller,slgrol1,203930221,FALSE,märkämarhi
Brachypteracias squamiger,Scaly Ground-roller,scagrr1,204013691,FALSE,suomumarhi
Uratelornis chimaera,Long-tailed Ground-roller,ltgrol1,98753,FALSE,pyrstömarhi
Atelornis pittoides,Pitta-like Ground-roller,plgrol1,203985041,FALSE,pittamarhi
Atelornis crossleyi,Rufous-headed Ground-roller,rhgrol1,506170691,FALSE,ruskomarhi
TODIDAE,Todies,,,FALSE,
Todus multicolor,Cuban Tody,cubtod1,112183,FALSE,kuubantodi
Todus angustirostris,Narrow-billed Tody,nabtod1,204022861,FALSE,kaitanokkatodi
Todus subulatus,Broad-billed Tody,brbtod1,26190501,FALSE,leveänokkatodi
Todus todus,Jamaican Tody,jamtod1,565142081,FALSE,jamaikantodi
Todus mexicanus,Puerto Rican Tody,purtod1,447843871,FALSE,puertoricontodi
MOMOTIDAE,Motmots,,,FALSE,
Hylomanes momotula,Tody Motmot,todmot1,47646861,FALSE,pikkumomotti
Aspatha gularis,Blue-throated Motmot,bltmot1,331128991,FALSE,sinikurkkumomotti
Momotus mexicanus,Russet-crowned Motmot,rucmot1,183633821,FALSE,kastanjamomotti
Momotus coeruliceps,Blue-crowned Motmot,bucmot1,158971801,FALSE,sinikruunumomotti
Momotus lessoni,Blue-diademed Motmot,,,FALSE,
Momotus subrufescens,Whooping Motmot,bucmot3,195015971,FALSE,puhkumomotti
Momotus bahamensis,Trinidad Motmot,trimot1,6638,FALSE,trinidadinmomotti
Momotus momota,Amazonian Motmot,bucmot4,198163911,FALSE,siniotsamomotti
Momotus aequatorialis,Highland Motmot,higmot1,138134651,FALSE,ylänkömomotti
Baryphthengus martii,Rufous Motmot,rufmot1,245388,FALSE,amazonianmomotti
Baryphthengus ruficapillus,Rufous-capped Motmot,rucmot2,193534511,FALSE,punamomotti
Electron carinatum,Keel-billed Motmot,kebmot1,204027561,FALSE,kanamomotti
Electron platyrhynchum,Broad-billed Motmot,brbmot1,203922381,FALSE,leveänokkamomotti
Eumomota superciliosa,Turquoise-browed Motmot,tubmot1,160493181,TRUE,mustakurkkumomotti
Actenoides lindsayi,Spotted Kingfisher,spokin1,204000071,FALSE,täplämetsäkalastaja
Actenoides hombroni,Blue-capped Kingfisher,blckin2,203991851,FALSE,mindanaonkalastaja
Actenoides concretus,Rufous-collared Kingfisher,ruckin1,6595,FALSE,viherlakkikalastaja
Syma torotoro,Yellow-billed Kingfisher,yebkin1,204013171,FALSE,keltanokkakalastaja
Syma megarhyncha,Mountain Kingfisher,moukin1,204011091,FALSE,vuorikalastaja
Todiramphus nigrocyaneus,Blue-black Kingfisher,blbkin3,203984001,FALSE,teräskalastaja
Todiramphus winchelli,Rufous-lored Kingfisher,rulkin1,615939050,FALSE,negrosinkalastaja
Todiramphus diops,Blue-and-white Kingfisher,bawkin1,203906941,FALSE,pohjoismolukkienkalastaja
Todiramphus lazuli,Lazuli Kingfisher,lazkin1,613389325,FALSE,etelämolukkienkalastaja
Todiramphus macleayii,Forest Kingfisher,forkin1,203995151,FALSE,australianmetsäkalastaja
Todiramphus albonotatus,New Britain Kingfisher,nebkin1,,FALSE,valkoselkäkalastaja
Todiramphus leucopygius,Ultramarine Kingfisher,ultkin1,203976891,FALSE,salomoninsinikalastaja
Todiramphus farquhari,Chestnut-bellied Kingfisher,chbkin1,64479,FALSE,kastanjakalastaja
Todiramphus funebris,Sombre Kingfisher,somkin1,203906961,FALSE,surukalastaja
Todiramphus chloris,Collared Kingfisher,colkin1,449932151,FALSE,turkoosikalastaja
Todiramphus enigma,Talaud Kingfisher,talkin1,203893401,FALSE,talaudinkalastaja
Todiramphus pelewensis,Palau Kingfisher,mickin4,5345,FALSE,
Todiramphus cinnamominus,Guam Kingfisher,mickin1,5431,FALSE,
Todiramphus reichenbachii,Pohnpei Kingfisher,mickin5,139983,FALSE,
Todiramphus saurophagus,Beach Kingfisher,beakin2,203981641,FALSE,valkopääkalastaja
Todiramphus sanctus,Sacred Kingfisher,sackin1,611555031,TRUE,pyhimyskalastaja
Todiramphus recurvirostris,Flat-billed Kingfisher,flbkin1,203912941,FALSE,latuskanokkakalastaja
Todiramphus australasia,Cinnamon-banded Kingfisher,cibkin1,203923761,FALSE,timorinkalastaja
Todiramphus tutus,Chattering Kingfisher,chakin2,203895491,FALSE,boraborankalastaja
Todiramphus ruficollaris,Mangaia Kingfisher,mankin1,610447306,FALSE,mangaiankalastaja
Todiramphus youngi,Moorea Kingfisher,,,FALSE,
Todiramphus veneratus,Tahiti Kingfisher,tahkin1,203895761,FALSE,tahitinkalastaja
Todiramphus gambieri,Tuamotu Kingfisher,tuakin2,203895541,FALSE,tuamotunkalastaja
Todiramphus godeffroyi,Marquesas Kingfisher,markin2,203895511,FALSE,marquesasinkalastaja
Todiramphus pyrrhopygius,Red-backed Kingfisher,rebkin2,507627411,FALSE,ruosteperäkalastaja
Cittura sanghirensis,Sangihe Lilac-cheeked Kingfisher,lickin1,609099166,FALSE,
Cittura cyanotis,Sulawesi Lilac-cheeked Kingfisher,lickin2,204014641,FALSE,celebesinsinikalastaja
Tanysiptera galatea,Common Paradise-kingfisher,copkin1,204011071,FALSE,molukkienparatiisikalastaja
Tanysiptera ellioti,Kofiau Paradise-kingfisher,kopkin1,203902901,FALSE,kafiaunparatiisikalastaja
Tanysiptera riedelii,Biak Paradise-kingfisher,bipkin1,203983501,FALSE,biakinparatiisikalastaja
Tanysiptera carolinae,Numfor Paradise-kingfisher,nupkin1,203981511,FALSE,numforinparatiisikalastaja
Tanysiptera hydrocharis,Little Paradise-kingfisher,lipkin1,609065750,FALSE,arunparatiisikalastaja
Tanysiptera nigriceps,Black-headed Paradise-kingfisher,bubpak2,640693765,FALSE,
Tanysiptera sylvia,Buff-breasted Paradise-kingfisher,bubpak1,507204561,FALSE,australianparatiisikalastaja
Tanysiptera nympha,Red-breasted Paradise-kingfisher,rbpkin1,203999511,FALSE,neitoparatiisikalastaja
Tanysiptera danae,Brown-headed Paradise-kingfisher,bhpkin1,650672976,FALSE,ruskoparatiisikalastaja
Melidora macrorrhina,Hook-billed Kingfisher,hobkin1,203999381,FALSE,koukkukalastaja
Dacelo novaeguineae,Laughing Kookaburra,laukoo1,232780,TRUE,kookaburra
Dacelo leachii,Blue-winged Kookaburra,blwkoo1,203490131,FALSE,sinikookaburra
Dacelo tyro,Spangled Kookaburra,spakoo1,609062911,FALSE,arunkookaburra
Dacelo gaudichaud,Rufous-bellied Kookaburra,rubkoo1,203963041,FALSE,papuankookaburra
Clytoceyx rex,Shovel-billed Kingfisher,,,FALSE,lapiokalastaja
Notharchus ordii,Brown-banded Puffbird,brbpuf1,127359,FALSE,ruskovyölaiskuri
Notharchus subtectus,Lesser Pied Puffbird,,,FALSE,sepellaiskuri (subtectus)
Notharchus tectus,Greater Pied Puffbird,piepuf1,323159641,FALSE,sepellaiskuri
Cyphos macrodactylus,Chestnut-capped Puffbird,chcpuf1,547133371,FALSE,naamiolaiskuri
Nystactes noanamae,Sooty-capped Puffbird,socpuf1,85551931,FALSE,nokilakkilaiskuri
Nystactes tamatia,Spotted Puffbird,spopuf1,639685108,TRUE,oranssikurkkulaiskuri
Bucco capensis,Collared Puffbird,colpuf1,302374101,FALSE,ruskopäälaiskuri
Nystalus radiatus,Barred Puffbird,barpuf1,203999601,FALSE,raitalaiskuri
Nystalus striolatus,Striolated Puffbird,strpuf1,455950511,FALSE,idänviirulaiskuri
Nystalus chacuru,White-eared Puffbird,whepuf1,485550991,FALSE,mustaposkilaiskuri
Nystalus maculatus,Spot-bellied Puffbird,spbpuf1,303407411,FALSE,keltakauluslaiskuri
Hypnelus ruficollis,Russet-throated Puffbird,rutpuf1,69333,FALSE,puuhalaiskuri
Hypnelus bicinctus,Two-banded Puffbird,rutpuf3,322232051,FALSE,
Malacoptila fusca,White-chested Puffbird,whcpuf1,501265051,FALSE,partalaiskuri
Malacoptila semicincta,Semicollared Puffbird,sempuf1,387934541,FALSE,viirupartalaiskuri
Malacoptila minor,Lesser Crescent-chested Puffbird,,,FALSE,
Malacoptila striata,Greater Crescent-chested Puffbird,crcpuf1,110062281,FALSE,brasilianlaiskuri
Malacoptila rufa,Rufous-necked Puffbird,runpuf1,622580672,FALSE,ruosteniskalaiskuri
Malacoptila panamensis,White-whiskered Puffbird,whwpuf1,414405061,FALSE,kesylaiskuri
Malacoptila fulvogularis,Black-streaked Puffbird,blspuf1,624722545,FALSE,mustaviirulaiskuri
Malacoptila mystacalis,Moustached Puffbird,moupuf1,309074331,FALSE,viiksilaiskuri
Micromonacha lanceolata,Lanceolated Monklet,lanmon1,371452341,FALSE,rastaslaiskuri
Nonnula rubecula,Rusty-breasted Nunlet,rubnun1,331278361,FALSE,rillinunna
Nonnula sclateri,Fulvous-chinned Nunlet,fucnun1,651396959,FALSE,okranaamanunna
Nonnula brunnea,Brown Nunlet,bronun1,31950231,FALSE,ruskonunna
Nonnula frontalis,Grey-cheeked Nunlet,gycnun1,203900921,FALSE,harmaaposkinunna
Nonnula ruficapilla,Rufous-capped Nunlet,rucnun1,187944,FALSE,harmaaposkinunna
Nonnula amaurocephala,Chestnut-headed Nunlet,chhnun1,596393441,FALSE,kastanjanunna
Hapaloptila castanea,White-faced Nunbird,whfnun2,207465341,FALSE,valkokurkkununna
Monasa atra,Black Nunbird,blanun1,385191461,FALSE,mustanunna
Monasa nigrifrons,Black-fronted Nunbird,blfnun1,197576,FALSE,nokinunna
Monasa morphoeus,White-fronted Nunbird,whfnun1,625281298,FALSE,partanunna
Monasa flavirostris,Yellow-billed Nunbird,yebnun1,197577,FALSE,keltanokkanunna
Chelidoptera tenebrosa,Swallow-winged Puffbird,swwpuf1,593966631,FALSE,pääskylaiskuri
RAMPHASTIDAE,Toucans,,,FALSE,Ramphastidae (pieni tukaani sp.)
Ramphastos toco,Toco Toucan,toctou1,373491941,TRUE,kuningastukaani
R. a. swainsonii,Chestnut-mandibled Toucan,,,FALSE,
Ramphastos ambiguus,Yellow-throated Toucan,bkmtou1,92312621,FALSE,mustanokkatukaani
Ramphastos cuvieri,Cuvier's Toucan,,,FALSE,karmiininokkatukaani (cuvieri/inca)
Ramphastos tucanus,Red-billed Toucan,whttou1,384681441,FALSE,karmiininokkatukaani
Ramphastos sulfuratus,Keel-billed Toucan,kebtou1,171945611,TRUE,rikkitukaani
Ramphastos brevis,Choco Toucan,chotou1,25483261,FALSE,kolumbiantukaani
Ramphastos citrolaemus,Citron-throated Toucan,,,FALSE,punaliivitukaani (citreolaemus)
Ramphastos culminatus,Yellow-ridged Toucan,,,FALSE,punaliivitukaani (culminatus/pintoi)
Ramphastos vitellinus,Channel-billed Toucan,chbtou1,69397,FALSE,punaliivitukaani
Ramphastos ariel,Ariel Toucan,,,FALSE,punaliivitukaani (ariel)
Ramphastos dicolorus,Red-breasted Toucan,rebtou2,282455031,FALSE,kultarintatukaani
Aulacorhynchus wagleri,Wagler's Toucanet,,,FALSE,
Aulacorhynchus prasinus,Emerald Toucanet,noremt1,127254,FALSE,smaragditukaani
Aulacorhynchus caeruleogularis,Blue-throated Toucanet,,,FALSE,
Aulacorhynchus albivitta,Greyish-throated Toucanet,souemt1,614712562,FALSE,
Aulacorhynchus cyanolaemus,Black-billed Toucanet,,,FALSE,
Aulacorhynchus atrogularis,Black-throated Toucanet,,,FALSE,
Aulacorhynchus haematopygus,Crimson-rumped Toucanet,crrtou1,522886561,FALSE,punaperätukaani
Aulacorhynchus huallagae,Yellow-browed Toucanet,yebtou1,164479,FALSE,peruntukaani
Aulacorhynchus coeruleicinctis,Blue-banded Toucanet,blbtou1,120960,FALSE,sinivyötukaani
Aulacorhynchus calorhynchus,Yellow-billed Toucanet,,,FALSE,vihertukaani (calorhynchus)
Aulacorhynchus sulcatus,Groove-billed Toucanet,grbtou1,69368,FALSE,vihertukaani
Aulacorhynchus derbianus,Chestnut-tipped Toucanet,chttou3,286848221,FALSE,pilvitukaani
Aulacorhynchus whitelianus,Tepui Toucanet,chttou2,437285661,FALSE,tepuitukaani
Andigena hypoglauca,Grey-breasted Mountain-toucan,gybmot1,622886130,FALSE,andienvuoritukaani
Andigena laminirostris,Plate-billed Mountain-toucan,pbmtou1,222608181,FALSE,kultakuvetukaani
Andigena cucullata,Hooded Mountain-toucan,homtou1,244410,FALSE,vuoritukaani
Andigena nigrirostris,Black-billed Mountain-toucan,bbmtou1,434700221,FALSE,valkokaulatukaani
Selenidera spectabilis,Yellow-eared Toucanet,yeetou1,50339371,FALSE,keltakorvatukaani
Selenidera piperivora,Guianan Toucanet,guitou1,383795201,FALSE,surutukaani
Selenidera reinwardtii,Red-billed Toucanet,goctou1,531893791,FALSE,tiilinokkatukaani
Selenidera langsdorffii,Green-billed Toucanet,,,FALSE,tiilinokkatukaani (langsdorffii)
Selenidera gouldii,Gould's Toucanet,goutou1,611582441,FALSE,klovnitukaani
Selenidera maculirostris,Spot-billed Toucanet,spbtou1,165407711,FALSE,täplänokkatukaani
Selenidera nattereri,Tawny-tufted Toucanet,tattou1,203916921,FALSE,marmorinokkatukaani
Pteroglossus bailloni,Saphron Toucanet,saftou2,366254771,FALSE,sahramitukaani
Pteroglossus viridis,Green Aracari,greara1,306731421,FALSE,verinokka-arakari
Pteroglossus humboldti,Humboldt's Aracari,,,FALSE,mustahuppuarakari (humboldti)
Pteroglossus inscriptus,Lettered Aracari,letara1,298704,FALSE,mustahuppuarakari
PICIFORMES,Piciformes sp.,,,FALSE,
GALBULIDAE,Jacamars,,,FALSE,
Galbalcyrhynchus leucotis,White-eared Jacamar,whejac1,29298,FALSE,lyhytpyrstöjakamari
Galbalcyrhynchus purusianus,Purus Jacamar,purjac2,373044061,FALSE,paksunokkajakamari
Brachygalba albogularis,White-throated Jacamar,whtjac1,203983391,FALSE,valkokurkkujakamari
Brachygalba lugubris,Brown Jacamar,brojac2,389402831,FALSE,ruskojakamari
Brachygalba goeringi,Pale-headed Jacamar,pahjac1,60156,FALSE,punavyöjakamari
